b12	b3	b4	b5	r12	delta3	delta4	delta5
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.192	0.296	0.734	0.988	-5.698	1.238	-3
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.19	0.3	0.726	0.989	-5.733	1.221	-3.001
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.192	0.297	0.732	0.988	-5.706	1.234	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.191	0.299	0.73	0.989	-5.714	1.231	-3
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.3	0.733	0.988	-5.706	1.235	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.19	0.298	0.736	0.988	-5.693	1.241	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.191	0.299	0.733	0.988	-5.707	1.234	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.738	0.988	-5.689	1.243	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.19	0.298	0.739	0.988	-5.684	1.246	-3.001
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
0.521	0.191	0.299	0.731	0.988	-5.713	1.231	-3
